,U00096,binary_an,binary_ae,diff,K12_growth,difference
CIW80_22680,b0933,1,1,0,1,0
CIW80_22685,b0934,1,1,0,1,0
CIW80_22690,b0935,1,1,0,1,0
CIW80_22695,b0936,1,1,0,1,0
CIW80_22700,b0937,1,1,0,1,0
CIW80_22710,b0945,1,1,0,1,0
CIW80_22755,b0954,1,1,0,1,0
CIW80_22770,b0957,1,1,0,1,0
CIW80_22805,b0963,1,1,0,1,0
CIW80_22830,b0968,1,1,0,1,0
CIW80_22850,b0972,1,1,0,1,0
CIW80_22855,b0973,1,1,0,1,0
CIW80_22860,b0974,1,1,0,1,0
CIW80_22880,b0978,1,1,0,1,0
CIW80_22885,b0979,1,1,0,1,0
CIW80_22895,b0980,1,1,0,1,0
CIW80_22945,b0996,1,1,0,1,0
CIW80_22950,b0997,1,1,0,1,0
CIW80_22970,b1002,1,1,0,1,0
CIW80_22980,b1004,1,1,0,1,0
CIW80_22995,b1006,1,1,0,1,0
CIW80_23000,b1007,1,1,0,1,0
CIW80_23005,b1008,1,1,0,1,0
CIW80_23010,b1009,1,1,0,1,0
CIW80_23015,b1010,1,1,0,1,0
CIW80_23020,b1011,1,1,0,1,0
CIW80_23025,b1012,1,1,0,1,0
CIW80_23035,b1014,1,1,0,1,0
CIW80_23050,b1015,1,1,0,1,0
CIW80_23065,b1019,1,1,0,1,0
CIW80_23080,b1021,1,1,0,1,0
CIW80_23085,b1022,1,1,0,1,0
CIW80_23100,b1025,1,1,0,1,0
CIW80_23760,b1033,1,1,0,1,0
CIW80_23880,b1054,1,1,0,1,0
CIW80_23905,b1059,1,1,0,1,0
CIW80_23920,b1062,0,0,0,0,0
CIW80_23930,b1064,1,1,0,1,0
CIW80_23955,b1069,0,0,0,0,0
CIW80_24060,b1090,1,1,0,1,0
CIW80_24065,b1091,1,1,0,1,0
CIW80_24070,b1092,0,0,0,0,0
CIW80_24075,b1093,0,0,0,0,0
CIW80_24080,b1094,0,0,0,0,0
CIW80_24085,b1095,1,1,0,1,0
CIW80_24090,b1096,1,1,0,1,0
CIW80_24095,b1097,1,1,0,1,0
CIW80_24100,b1098,0,0,0,0,0
CIW80_24115,b1101,1,1,0,1,0
CIW80_24120,b1102,1,1,0,1,0
CIW80_24125,b1103,1,1,0,1,0
CIW80_24140,b1106,1,1,0,1,0
CIW80_24145,b1107,1,1,0,1,0
CIW80_24155,b1109,1,1,0,1,0
CIW80_24180,b1113,1,1,0,1,0
CIW80_24210,b1119,1,1,0,1,0
CIW80_24230,b1123,1,1,0,1,0
CIW80_24235,b1124,1,1,0,1,0
CIW80_24240,b1125,1,1,0,1,0
CIW80_24245,b1126,1,1,0,1,0
CIW80_24275,b1131,0,0,0,0,0
CIW80_24290,b1134,1,1,0,1,0
CIW80_24300,b1136,0,0,0,0,0
CIW80_24785,b1185,1,1,0,1,0
CIW80_24790,b1186,1,1,0,1,0
CIW80_24805,b1189,1,1,0,1,0
CIW80_24810,b1190,1,1,0,1,0
CIW80_24820,b1192,1,1,0,1,0
CIW80_24830,b1193,1,1,0,1,0
CIW80_24880,b1197,1,1,0,1,0
CIW80_24885,b1198,1,1,0,1,0
CIW80_24890,b1199,1,1,0,1,0
CIW80_24895,b1200,1,1,0,1,0
CIW80_24925,b1206,1,1,0,1,0
CIW80_24930,b1207,1,1,0,1,0
CIW80_24935,b1208,0,0,0,0,0
CIW80_24945,b1210,0,0,0,0,0
CIW80_24970,b1215,0,0,0,0,0
CIW80_24985,b1216,1,1,0,1,0
CIW80_25025,b1223,1,1,0,1,0
CIW80_25030,b1224,1,1,0,1,0
CIW80_25035,b1225,1,1,0,1,0
CIW80_25040,b1226,1,1,0,1,0
CIW80_25045,b1227,1,1,0,1,0
CIW80_25100,b1232,1,1,0,1,0
CIW80_25120,b1236,1,1,0,1,0
CIW80_25130,b1238,1,1,0,1,0
CIW80_25140,b1241,1,1,0,1,0
CIW80_25150,b1243,1,1,0,1,0
CIW80_25155,b1244,1,1,0,1,0
CIW80_25160,b1245,1,1,0,1,0
CIW80_25165,b1246,1,1,0,1,0
CIW80_25170,b1247,1,1,0,1,0
CIW80_25180,b1249,1,1,0,1,0
CIW80_25190,b1250,1,1,0,1,0
CIW80_25200,b1252,1,1,0,1,0
CIW80_25240,b1260,0,0,0,0,0
CIW80_25245,b1261,0,0,0,0,0
CIW80_25250,b1262,0,0,0,0,0
CIW80_25255,b1263,0,0,0,0,0
CIW80_25260,b1264,0,0,0,0,0
CIW80_25290,b1270,1,1,0,1,0
CIW80_25345,b1276,1,1,0,1,0
CIW80_25350,b1277,0,0,0,0,0
CIW80_25355,b1278,1,1,0,1,0
CIW80_25370,b1281,0,0,0,0,0
CIW80_25395,b1285,1,1,0,1,0
CIW80_25415,b1288,1,1,0,1,0
CIW80_25450,b1291,1,1,0,1,0
CIW80_25505,b1308,1,1,0,1,0
CIW80_25550,b1317,1,1,0,1,0
CIW80_25560,b1319,1,1,0,1,0
CIW80_25590,b1325,1,1,0,1,0
CIW80_25595,b1326,1,1,0,1,0
CIW80_25615,b1329,1,1,0,1,0
CIW80_25620,b1330,1,1,0,1,0
CIW80_25675,b1341,1,1,0,1,0
CIW80_25725,b1377,1,1,0,1,0
CIW80_25730,b1378,1,1,0,1,0
CIW80_25745,b1380,1,1,0,1,0
